annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2021-2022,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,81352,9388,1732,3.7041376603,63539,1.8269762709,68762,5776,1090,2.9296236616,51067,2.0277133744,12590,446,29,7.9342513679,12472,1.0050518272,3612,642
2021-2022,10,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,20645,6245,477,7.5875789807,19589,1.7630391348,10698,2109,273,3.878100268,9657,2.2157601567,9947,810,0,11.577123896,9932,1.3228531794,4136,204
2021-2022,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,183517,29155,9918,6.9043878163,144565,2.9018505036,121632,9478,3499,4.3990518417,83650,3.5650907551,61885,7371,346,11.828505539,60915,1.9910724188,19677,6419
2021-2022,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,172904,25679,9552,8.0474830076,144132,2.8673927892,110691,8426,3490,4.826894345,82282,3.6665943037,62213,10441,2038,13.777638757,61850,1.8041769604,17253,6062
2021-2022,10,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,48543,7027,3877,13.321388855,39149,2.9683620768,29587,2129,1476,6.9970276454,20344,4.2657018722,18956,7207,1899,23.192610373,18805,1.5648480753,4898,2401
2021-2022,10,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,63685,1,1747,5.2686936266,55583,1.9325915997,44252,1,888,4.5366185646,36734,2.2398278162,19433,256,0,6.9357437806,18849,1.3338322398,0,859
2021-2022,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,128731,11417,6376,10.119123819,111224,2.4810643611,84365,3087,1795,5.9010034671,67233,3.0039588364,44366,9847,3773,18.140169743,43991,1.6819062548,8330,4581
2021-2022,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,78674,15099,8606,12.764562954,61355,3.3089116481,44888,3464,2977,5.6055174793,27916,4.4807231615,33786,11875,3738,22.276053905,33439,2.33064405,11635,5629
2021-2022,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,79415,13448,8763,11.284374667,69299,2.6841988501,52780,4277,3513,6.0499487443,42753,3.2802129935,26635,8298,2731,21.656929583,26546,1.7243030965,9171,5250
2021-2022,10,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,65449,11378,3362,9.1144176764,59428,1.8809048531,27286,1615,467,4.0046146783,21941,2.1081554193,38163,5172,957,12.767853848,37487,1.7478959521,9763,2895
2021-2022,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,56216,8164,6081,11.232716318,49063,2.1437174596,36713,2391,2587,4.8535445361,29637,2.7295839379,19503,7264,1988,23.241050095,19426,1.2498986181,5773,3494
2021-2022,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,100663,15932,8028,10.19505129,81701,2.797314544,69452,5006,3645,5.5520120331,50566,3.7066808451,31211,10218,2459,20.526933079,31135,1.3204230591,10926,4383
2021-2022,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,13767,3664,420,9.4433252625,13377,1.4588999568,8433,1462,357,3.5499502945,8046,1.6729105214,5334,1637,167,18.760691424,5331,1.1358969549,2202,63
2021-2022,10,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,106256,13725,6799,8.108272576,82508,2.3268744849,77942,6327,3061,3.8671283027,54637,2.3401214633,28314,7271,3050,19.783177815,27871,2.3009057304,7398,3738
2021-2022,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,83532,9048,4929,5.7681191207,68253,2.7095492302,68704,5046,3679,4.4212410566,53541,2.9993433122,14828,1858,270,12.008738929,14712,1.6549091445,4002,1250
2021-2022,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,74378,8232,4188,6.7863776438,59732,2.434119958,58410,4448,2603,3.9168611349,44189,2.5251515586,15968,3035,1483,17.282899393,15543,2.1753156476,3784,1585
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,59382,9617,2526,5.2008388532,52557,1.7492768222,47176,5581,1752,3.2101076112,40598,1.875693076,12206,1827,459,12.894984115,11959,1.3201232916,4036,774
2021-2022,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,12461,1529,374,3.4262521289,10899,1.1381401199,10431,1036,212,2.3222399046,8878,1.2119776414,2030,110,2,9.099134647,2021,0.8137811315,493,162
2021-2022,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,156037,24103,7294,5.7630260024,135230,1.3642365723,114661,9856,3545,2.9490926635,93893,1.6127237358,41376,6476,643,13.560986428,41337,0.7998219983,14247,3749
2021-2022,10,13,Laval,CISSS DE LAVAL,Total établissement,,68609,11118,4352,8.4179448032,52927,2.819525363,45341,3309,1285,4.8783485942,29726,3.5863187763,23268,4106,291,15.315350326,23201,1.8370805976,7809,3067
2021-2022,10,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,107879,17230,6869,9.9586079234,81061,3.3818738495,70906,5275,3685,5.8746073988,44287,4.3340616823,36973,10718,1302,17.790813619,36774,2.2351521833,11955,3184
2021-2022,10,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,139566,21817,9496,12.176760057,106664,3.6477130652,92042,7672,3519,6.1900899378,59489,4.5412885482,47524,17128,6329,23.771429932,47175,2.5208892834,14145,5977
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,105579,16431,7822,9.5532082506,69045,3.6780323219,74921,6104,3339,5.2635870302,38460,4.344110295,30658,9674,2223,20.036041816,30585,2.8404531542,10327,4483
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,104598,18207,6044,10.520804214,79513,3.2497844692,64851,6258,2298,4.8897837607,40075,3.9423940875,39747,11446,4258,19.708348114,39438,2.5459878656,11949,3746
2021-2022,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,72181,12302,4218,13.094508697,58059,2.5584875443,48472,3765,2155,5.677849675,34444,3.1500413796,23709,8889,4030,28.257539448,23615,1.695668137,8537,2063
2022-2023,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,110650,17182,3931,4.3766647211,94853,1.9670216575,83556,8074,2364,3.1819833372,68215,2.1410243145,27094,790,30,8.0609785069,26638,1.521432978,9108,1567
2022-2023,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,141495,20243,6716,6.3270050964,119830,2.7258076117,98878,8139,2552,3.867773547,77903,3.0428698474,42617,4940,744,12.032800838,41927,2.1366860588,12104,4164
2022-2023,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,178684,28654,13345,9.2813812062,149660,1.9194585505,105958,8671,4213,4.2567557691,77214,2.5523843906,72726,15536,4176,16.60199917,72446,1.2448769888,19983,9132
2022-2023,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,101263,11110,1840,3.9801954317,74936,2.0851531566,85897,6865,1164,3.1496945696,59821,2.3201335141,15366,828,140,8.6227525417,15115,1.1551657294,4245,676
2022-2023,10,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,21296,6746,475,8.2392077412,20110,1.969325239,10892,2210,245,4.0281928378,9733,2.4903320034,10404,1148,1,12.647740452,10377,1.480652324,4536,230
2022-2023,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,191426,30374,9452,7.8265514989,145851,3.2672510054,128460,9894,2928,4.8481492293,83896,4.0936547763,62966,10666,1445,13.902934873,61955,2.1481811844,20480,6524
2022-2023,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,186129,27634,9503,8.7879675595,149874,3.3651347873,122598,9162,3264,5.4201512826,86701,4.3762387945,63531,13014,3054,15.286960806,63173,1.9774576384,18472,6239
2022-2023,10,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,51714,7257,4215,13.970996249,39855,3.099965953,31077,1923,1573,7.4223675601,19373,4.9044656223,20637,8315,2331,23.832494226,20482,1.3931711042,5334,2642
2022-2023,10,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,71823,0,1405,6.2520435384,56706,2.8824770062,48923,0,691,5.6270807073,34887,3.5955405149,22900,517,10,7.5871988476,21819,1.7423401241,0,714
2022-2023,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,136832,10970,5974,11.647353886,110612,2.973500326,93936,3110,1765,6.8833962988,68182,3.7066184501,42896,11486,5358,22.079727998,42430,1.7954315081,7860,4209
2022-2023,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,82251,16103,8063,13.499555473,61648,3.2196804663,49115,3974,2690,5.4616741944,28837,4.4693718236,33136,12674,5267,25.413502208,32811,2.1213491241,12129,5373
2022-2023,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,80125,14468,8724,12.069450123,67823,2.6747401406,54015,4562,3348,5.9853371851,41819,3.2676602807,26110,9160,3542,24.6559442,26004,1.7212203999,9906,5376
2022-2023,10,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,67632,12628,3612,10.293880781,59115,2.3226462639,26257,1625,426,4.1468640426,18806,2.7944938672,41375,6479,1616,14.194840745,40309,2.1025076837,11003,3186
2022-2023,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,60193,8794,6236,10.934602353,52289,2.2201486238,38586,2255,2326,4.894400279,30753,2.9088055095,21607,7379,1771,21.72125655,21536,1.2367596376,6539,3910
2022-2023,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,107976,16975,8413,10.78077759,83541,3.2648498176,76637,5514,3775,6.0429741509,52314,4.3204297394,31339,11812,3095,22.36669425,31227,1.4964568233,11461,4638
2022-2023,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,14203,3976,432,9.135502828,13805,1.3009667592,8733,1624,366,3.6922737191,8342,1.5203072471,5470,1454,172,17.825762391,5463,0.9660338743,2352,66
2022-2023,10,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,123076,15279,6649,8.932929247,90958,2.9527944918,92202,7066,2981,4.3970038279,60730,3.0020447793,30874,8731,4353,22.479000229,30228,2.8538474906,8213,3668
2022-2023,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,88573,9515,4665,6.1392353012,73664,2.9833221678,73101,5126,3386,4.8048413496,58332,3.2749024025,15472,1977,327,12.44388449,15332,1.8739784257,4389,1279
2022-2023,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,79298,8616,3844,6.6297825887,62998,2.8821519202,63126,4797,2491,4.4790077253,47209,3.0276770319,16172,2769,1107,15.025145811,15789,2.4470328499,3819,1353
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,64845,10669,2698,5.6496911181,56738,1.9904025031,52251,6351,1824,3.5415379238,44416,2.1419321241,12594,2169,741,14.396166627,12322,1.4441973706,4318,874
2022-2023,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,13590,1658,364,4.4996154648,11893,1.9075550511,11539,1147,224,3.3338401652,9856,2.0301284046,2051,211,18,11.058309361,2037,1.3144853543,511,140
2022-2023,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,189346,27968,7705,6.1142134549,161727,1.7637231226,147263,12875,4074,3.3751988921,119696,2.0656614047,42083,9251,1703,15.69897456,42031,0.9038624335,15093,3631
2022-2023,10,13,Laval,CISSS DE LAVAL,Total établissement,,72579,12180,4414,9.3561265885,53907,3.2350124546,48347,3474,1290,5.5735865261,29766,4.1724498216,24232,5611,454,16.902943376,24141,2.0791464728,8706,3124
2022-2023,10,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,112852,18450,6678,10.980255709,79403,3.9712312297,76412,5753,3578,6.3709982471,43140,5.0448411503,36440,12350,3041,20.645529615,36263,2.6940194168,12697,3100
2022-2023,10,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,148760,23502,9396,12.370324533,109316,4.0680678339,99410,8189,3197,6.5595123199,60363,5.0308553759,49350,18157,6641,24.075549296,48953,2.880873088,15313,6199
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,109654,16838,7436,10.092619175,67774,4.1542761318,78924,6257,2996,5.6216424345,37158,4.8046851134,30730,9734,3033,21.575449253,30616,3.36488833,10581,4440
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,106692,19209,6031,11.7691105,80643,4.0119741398,67124,6723,2253,5.8587947513,41386,4.8134308032,39568,12299,4935,21.795496326,39257,3.1670525851,12486,3778
2022-2023,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,75626,12984,3957,13.868663698,57971,2.5032399341,53283,4400,1877,5.9646505243,35685,3.0423525369,22343,9724,5111,32.717946871,22286,1.6399969463,8584,2080
2023-2024,10,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,103919,18174,4232,4.7171102761,90398,1.9911029282,77382,8885,2475,3.3397644945,64310,2.1827970637,26537,1197,141,8.7334561807,26088,1.5185542523,9289,1757
2023-2024,10,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,137282,21780,7025,6.1955981038,117463,2.6927780497,93467,9245,2794,3.8610818108,74398,3.0219408452,43815,4080,310,11.175633123,43065,2.1241247662,12535,4231
2023-2024,10,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,180333,31308,13712,9.1010187634,152429,2.0148502017,105422,9320,4324,4.3241016001,77900,2.682371559,74911,14977,3322,15.823558326,74529,1.3171363757,21988,9388
2023-2024,10,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,92851,11150,1760,3.9444349011,70884,1.8980070256,78096,7063,1117,2.980301527,56356,2.1088469334,14755,966,219,9.0474481155,14528,1.0801316232,4087,643
2023-2024,10,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,22286,7440,550,8.2175321826,20940,2.1370962008,11645,2571,314,4.1696222747,10328,2.7343844135,10641,1300,6,12.647370626,10612,1.5557927085,4869,236
2023-2024,10,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,185265,32328,9344,7.4090562842,145790,3.0066325041,120865,10694,2926,4.5830796297,82485,3.7354556889,64400,8944,821,12.712808898,63305,2.0569921851,21634,6418
2023-2024,10,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,180832,29334,9635,8.7675239433,148960,3.3273229913,118137,10621,3431,5.39692103,86593,4.2769179187,62695,12681,2717,15.118794641,62367,2.0088649357,18713,6204
2023-2024,10,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,56673,8396,4327,12.828658709,42269,3.189006686,33350,2280,1338,7.5662190571,19128,5.2484011223,23323,7713,1354,20.353520964,23141,1.4867424461,6116,2989
2023-2024,10,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,60283,0,1340,5.2433789054,52125,1.9502108766,38186,0,570,4.4457474962,30672,2.524775338,22097,351,4,6.6217720354,21453,1.1287387674,0,770
2023-2024,10,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,129546,11082,6093,11.443643689,111251,2.5001216918,86636,3317,1766,5.9019625053,68855,2.9098132872,42910,11764,5321,22.632389692,42396,1.8347448921,7765,4327
2023-2024,10,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,80747,15715,7941,12.430261485,62669,3.1027065526,47328,4025,2942,5.5796314256,29419,4.3648684052,33419,11572,3514,22.132126277,33250,1.9859685213,11690,4999
2023-2024,10,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,79164,15203,8951,13.10094559,67286,2.7893199551,52337,5023,3380,6.2613924184,40561,3.4452231824,26827,10322,4115,26.444282315,26725,1.7938441534,10180,5571
2023-2024,10,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,69057,13433,3803,11.225416134,59085,2.5864841424,24934,1681,400,4.1390847058,16241,3.1148900246,44123,7364,2134,15.229916912,42844,2.386179784,11752,3403
2023-2024,10,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,62150,10009,6468,11.406573232,52791,2.272175997,38865,2745,2405,5.011500922,29576,3.0221500917,23285,8428,1890,22.080590211,23215,1.3167060928,7264,4063
2023-2024,10,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,107495,17796,8134,11.05756614,81839,3.3584699091,75262,5957,3321,6.2177450366,49697,4.5051502326,32233,12018,3258,22.358239856,32142,1.5855070555,11839,4813
2023-2024,10,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,15100,4180,388,8.66792695,14616,1.4991361065,9521,1881,325,3.9437373525,9041,1.7642443375,5579,1251,84,16.730126118,5575,1.0692090184,2299,63
2023-2024,10,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,119384,16348,6551,9.7201379791,89151,3.460876774,87515,7531,2811,5.1227914135,58096,3.4234038153,31869,9548,4151,22.344844895,31055,3.530979141,8817,3740
2023-2024,10,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,85446,10084,4464,6.214446512,72393,2.8517625054,68996,5481,3168,4.8492468404,56120,3.1397740803,16450,1852,334,11.940483992,16273,1.8585092894,4603,1296
2023-2024,10,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,76884,8952,4078,6.2647569426,61413,2.7290657335,60650,5172,2588,3.9620339516,45552,2.8670426533,16234,2872,1026,14.867698264,15861,2.3328029093,3780,1490
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,62352,10910,2602,5.6097282632,55565,1.877182254,49979,6555,1752,3.4208206391,43368,2.0159933143,12373,2337,588,14.451513937,12197,1.3836217011,4355,850
2023-2024,10,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,13045,1833,389,3.9923437247,11610,1.4929402574,10626,1185,229,2.8607443221,9214,1.5729477184,2419,131,0,8.9631478802,2396,1.1852654888,648,160
2023-2024,10,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,182884,29157,7703,5.8901923836,158364,1.843515819,142632,14157,4080,3.401642278,118164,2.1686615965,40252,7265,1413,14.708310208,40200,0.8877813502,15000,3623
2023-2024,10,13,Laval,CISSS DE LAVAL,Total établissement,,69561,13493,4348,9.7876321342,54277,3.0068660093,44223,4116,1040,5.4492635619,28999,3.8419205739,25338,5831,653,17.359487583,25278,2.048888823,9377,3308
2023-2024,10,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,112418,20234,7009,10.644304782,81322,4.0001600599,74147,6680,3706,6.2489507555,43272,5.0089437807,38271,11944,2079,19.159951486,38050,2.852930384,13554,3303
2023-2024,10,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,146324,25962,9925,11.993527915,110886,3.9769485728,95241,9331,3130,6.5450850007,60251,4.9697844572,51083,17296,5399,22.151802714,50635,2.7955650461,16631,6795
2023-2024,10,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,105173,18747,7148,10.375787087,68060,4.4375649468,72506,7018,2598,5.9318663015,35607,5.2066991899,32667,10285,2570,20.239286045,32453,3.5936810841,11729,4550
